-0.0000036915848644964686, 0.11286381978399741
0.007352965852840015, 0.11173138506546228
0.017010151858377377, 0.10517143756126357
0.02758922728416813, 0.09224939012438456
0.04023961741756859, 0.07540015918837006
0.04990183740246666, 0.061010061089703554
0.0611756019800319, 0.0460016831825583
0.07175971138518333, 0.03468534234897862
0.08372380233241046, 0.025630620724274376
0.09430791173756188, 0.019325528827070247
0.10741807198590486, 0.015795746161527853
0.12029566238778423, 0.013995402771019344
0.13317157479654335, 0.013041527670195828
0.14949576306737145, 0.012152665182646651
0.16398221327292564, 0.01087667997271
0.1757100427888246, 0.009734668523385335
0.18789864921553823, 0.008452930520422213
0.1996284923231815, 0.007121225601880208
